brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
Land,Rover Discovery Sport HSE,2016,39588,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,12,17,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,Cirrus,Corris Grey,24995
MINI,Hardtop Cooper S,2017,51000,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2,A/T,0,Gasoline,Front-wheel Drive,26,35,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,Black,Red,20995
Mazda,Mazda3 FWD w/Premium Package,2020,19499,2.5L I4 16V GDI DOHC,2.5,6-Speed Manual,0,Gasoline,Front-wheel Drive,22,29,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,Red,Jet Black Mica,26995
Maserati,GranTurismo MC,2019,37882,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,21,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,Rosso Corallo,White,71895
Maserati,Levante Modena,2022,29728,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,13,20,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,Black,Bianco,78881
Maserati,GranTurismo Sport,2018,18580,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,24,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,Nero,White,64387
Kia,Sorento Plug-In Hybrid SX Prestige,2022,3164,1.6L I4 16V GDI DOHC Turbo Hybrid,1.6,6-Speed Automatic,1,Hybrid,Four-wheel Drive,17,25,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Gray,Black,51998
Audi,Q7 55 Premium,2022,2845,V6,,Automatic,1,Gasoline,Four-wheel Drive,18,23,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,Black,Florett Silver Metallic,59119
Kia,K5 LXS,2021,31890,1.6L I4 16V GDI DOHC Turbo,1.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,26,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,Black,Glacial White Pearl,24795
Alfa,Romeo Stelvio Ti,2020,31028,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Black,Silverstone Gray Metallic,34888
FIAT,124 Spider Lusso,2017,4681,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Saddle,Bianco Gelato White,27995
MINI,Hardtop Cooper,2015,53530,1.5L I3 12V GDI DOHC Turbo,1.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,37,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,Carbon Black,White Silver,14995
Lexus,ES 300h,2019,21349,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Front-wheel Drive,,,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,Black,Nebula Gray Pearl,36502
Jaguar,F-TYPE R,2021,28065,V8,,Automatic,1,Gasoline,Four-wheel Drive,20,29,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,Ebony / Ebony,Eiger Grey,75900
Cadillac,SRX Luxury Collection,2014,108038,"3.6L V-6 gasoline direct injection, DOHC, variable valve control",3.6,Automatic,1,Gasoline,Front-wheel Drive,15,23,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,Shale/Brownstone Accents,Platinum Ice Tricoat,13450
FIAT,500 Sport,2012,53767,"MultiAir 1.4L I-4 variable valve control, engine with 101HP",1.4,Automatic,1,Gasoline,Front-wheel Drive,27,34,0,,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,Nero (Black),Giallo (Yellow),11000
BMW,M850 i xDrive,2022,17856,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,Cream,Red,75998
Toyota,Tacoma PreRunner,2010,139117,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Graphite,Gray,16685
Lexus,LX 570,2019,48839,5.7L V8 32V MPFI DOHC,5.7,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,28,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,,White,65950
Maserati,Ghibli S Q4,2018,64648,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,0,13,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,Rosso,Blu Passione Mica,29995
Mitsubishi,Lancer SE,2012,82514,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Four-wheel Drive,25,31,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Black,Gray,13365
Alfa,Romeo Stelvio Ti,2020,29512,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,31,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Black,Misano Blue Metallic,30995
Toyota,RAV4 Hybrid LE,2019,14847,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,38,41,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,Black,Super White,31452
Lexus,LS 460 460,2015,26581,4.6L V8 32V PDI DOHC,4.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,28,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Parchment,White,35480
Audi,Q3 45 S line Premium,2021,15235,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,28,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,Black,Pulse Orange,36745
Mercedes-Benz,C-Class C 300,2022,7506,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,30,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Cirrus Silver Metallic,46981
Mitsubishi,Outlander Sport 2.0 ES,2022,669,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,20,27,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,White Diamond,23698
Jeep,Grand Cherokee Limited,2018,45845,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 293",3.6,Automatic,1,Gasoline,Rear-wheel Drive,18,25,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,Light Frost Beige/Black,Bright White Clearcoat,28995
Toyota,RAV4 Base,2008,139359,2.4L I4 16V MPFI DOHC,2.4,4-Speed Automatic,1,Gasoline,Four-wheel Drive,20,25,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,,Black,9999
Jeep,Gladiator Overland,2021,36758,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Billet Silver Metallic Clearcoat,43927
FIAT,500 Sport,2012,88788,1.4L I4 16V MPFI SOHC,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,30,38,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Black,Bianco White,7777
Mitsubishi,Mirage ES,2019,44235,1.2L I3 12V MPFI DOHC,1.2,Automatic CVT,1,Gasoline,Front-wheel Drive,24,30,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,Purple,14998
Ford,Mustang Mach-E Select,2021,9429,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,,,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Black Onyx,Iconic Silver Metallic,38992
Kia,Cadenza Premium,2014,95815,3.3L V6 24V GDI DOHC,3.3,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,28,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,Beige,Aurora Black,12988
Mercedes-Benz,AMG GLA 35 Base,2023,3227,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Four-wheel Drive,13,17,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,Black,Polar White,52999
FIAT,500X Trekking,2020,19771,,,Automatic,1,Unknown,Four-wheel Drive,24,30,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Black,Beige Cappuccino Clearcoat,26995
BMW,330 i xDrive,2023,9992,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,Black,Skyscraper Gray Metallic,48493
Audi,A3 40 Premium,2022,16141,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,28,36,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,Santos Brown,Mythos Black Metallic,36795
Nissan,NV200 SV,2015,127873,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Front-wheel Drive,15,20,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Gray,White,12999
BMW,640 Gran Coupe i xDrive,2015,86468,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,29,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Cinnamon Brown,Blue,18995
Jeep,Grand Cherokee Overland,2014,86973,3.0L V6 24V DDI DOHC Turbo Diesel,3,8-Speed Automatic,1,Diesel,Four-wheel Drive,23,27,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Black,Bright White Clearcoat,23999
Hyundai,Palisade Limited,2020,56762,"Lambda 3.8L V-6 gasoline direct injection, DOHC, D-CVVT variable",,Automatic,1,Gasoline,Four-wheel Drive,28,38,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,Black,Lagoon Silver,37748
MINI,Hardtop John Cooper Works,2020,24342,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,23,32,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,Light Gray,Midnight Black Metallic,28995
Audi,RS 7 4.0T,2022,7333,"4L V-8 gasoline direct injection, DOHC, variable valve control,",4,8-Speed Shiftable Automatic,1,Gasoline,Four-wheel Drive,15,22,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,Black w/ Express Red Stitching,Mythos Black Metallic,119906
Cadillac,XT4 Premium Luxury,2022,5496,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,Black,Cayenne Red Tintcoat,39587
Jaguar,F-TYPE Base,2016,56017,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,22,27,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,Jet,Ultimate Black,32849
Volvo,S60 T6 Momentum,2020,7991,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,33,,,,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,Black,Black,35998
Nissan,Versa 1.8 S,2012,97207,1.8L I4 16V MPFI DOHC,1.8,4-Speed Automatic,1,Gasoline,Front-wheel Drive,27,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charcoal,Fresh Powder,8499
Volvo,V60 T5 Momentum,2020,35810,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Front-wheel Drive,21,28,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,Blond,Denim Blue Metallic,32988
Mitsubishi,Lancer Evolution MR,2013,13006,2.0L I4 16V MPFI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,25,28,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Mercury Gray Pearl,29900
BMW,Z4 sDrive30i,2011,28625,"3L I-6 DOHC, Double VANOS variable valve control, engine with 25",3,6-Speed Sport Automatic,1,Gasoline,Rear-wheel Drive,18,28,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,Walnut,Black Sapphire Metallic,26977
Alfa,Romeo Giulia Quadrifoglio,2018,44583,Twin Turbo Premium Unleaded V-6 2.9 L/176,2.9,Automatic,1,Gasoline,Rear-wheel Drive,24,33,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,Black/Red,Trofeo White Tri-Coat,45730
Mazda,CX-9 Signature,2018,59011,2.5L V6 24V,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,Auburn,Sonic Silver Metallic,26998
Volkswagen,Passat 2.0L TDI DSG SE w/Sunroof,2014,174773,"2L I-4 diesel direct injection, DOHC, intercooled turbo, diesel,",2,Automatic,1,Diesel,Front-wheel Drive,17,23,,,,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,Tan,,7900
Jaguar,I-PACE HSE,2019,22736,Electric,,1-Speed Automatic,1,Electric,Four-wheel Drive,22,27,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,Ebony / Ebony,Borasco Grey,49990
Cadillac,ATS-V Base,2017,33731,3.6L V6 24V GDI DOHC Twin Turbo,3.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,27,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,Jet Black,Velocity Red,41995
Maserati,GranTurismo S,2009,37783,4.7L V8 32V MPFI DOHC,4.7,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,21,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,Nero,Nero Pastello,31900
Porsche,Boxster Base,2003,40318,2.7L H6 DOHC 24V,2.7,5 Speed Manual,0,Gasoline,Rear-wheel Drive,15,22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Blue,Slate Grey Metallic Clearcoat,19950
Chevrolet,SS Base,2017,37732,6.2L V8 16V MPFI OHV,6.2,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,14,22,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,Jet Black,Phantom Black Metallic,48999
Cadillac,ATS 2.0L Turbo Luxury,2017,62109,2.0L I4 16V GDI DOHC Turbo,2,Automatic,1,Gasoline,Rear-wheel Drive,22,30,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,,,19000
Cadillac,Escalade Platinum,2020,46144,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Maple Sugar,Black Raven,59995
Audi,A7 3.0T Premium,2013,82448,"3L V-6 gasoline direct injection, DOHC, variable valve control,",3,Automatic,1,Gasoline,Four-wheel Drive,11,28,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,Nougat Brown,Gray,19750
BMW,X4 xDrive30i,2021,15997,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,23,29,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,Black,Phytonic Blue Metallic,49995
Mitsubishi,Outlander ES,2017,96120,2.4L I4 16V MPFI SOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,24,30,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,Gray,Red,13900
Maserati,Ghibli S,2019,20138,3.0L V6,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,24,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,Nero,,38992
Mitsubishi,Outlander Sport 2.0 SE,2020,27544,2.0L I4 16V MPFI DOHC,2,Automatic CVT,1,Gasoline,Four-wheel Drive,,,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,Black,White,19764
MINI,Coupe Cooper S,2013,86449,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",1.6,5 Speed Manual,0,Gasoline,Front-wheel Drive,25,31,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,Black,Blue,10524
MINI,Countryman Cooper,2015,82147,1.6L I4 16V MPFI DOHC,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,31,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,Black,11499
Volkswagen,Atlas 3.6 V6 SE w/ Technology,2021,70018,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,,,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,1,Titan Black,Platinum Gray Metallic,27995
Jaguar,XE 25t Premium,2018,40513,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,2,Automatic,1,Gasoline,Rear-wheel Drive,16,24,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,Tan,Fuji White,25998
Toyota,Highlander XLE,2015,95886,3.5L V6 24V MPFI DOHC,3.5,6-Speed Automatic,1,Gasoline,Front-wheel Drive,19,25,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,Black,Blizzard Pearl,21981
Audi,S5 4.2 quattro,2008,101664,4.2L V8 32V GDI DOHC,4.2,6-Speed Manual,0,Gasoline,Four-wheel Drive,14,21,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,Black,Black,15995
Nissan,Pathfinder Platinum,2023,5070,3.5L V6 24V GDI DOHC,3.5,Automatic,1,Gasoline,Four-wheel Drive,12,17,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,Chestnut,Brilliant Silver Metallic,47588
Mercedes-Benz,GLE 350 Base 4MATIC,2018,46096,3.5L V6 24V GDI DOHC,3.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,Black,designo Cardinal Red Metallic,32998
Mercedes-Benz,AMG E 63 S 4MATIC,2019,39794,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,17,25,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,Black,Polar White,75299
Porsche,Macan S,2021,16717,3.0L V6 24V GDI DOHC Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,20,26,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,Black,White,59988
Maserati,MC20 Base,2022,1705,3.0L V6 24V PDI DOHC Twin Turbo,3,8-Speed Automatic with Auto-Shift,1,Gasoline,Rear-wheel Drive,13,20,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Black,Blu,279688
MINI,Paceman Cooper S ALL4,2014,82963,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",1.6,Manual,0,Gasoline,Four-wheel Drive,23,33,0,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,Black,Blue,12399
Mitsubishi,Lancer Evolution MR,2013,60200,"2L I-4 DOHC, variable valve control, intercooled turbo, engine w",2,Automatic,1,Gasoline,Four-wheel Drive,23,29,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Black,Mercury Gray Pearl,39690
Maserati,Ghibli S,2017,44400,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,18,25,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,Nero,Grigio Metallo,29990
Hyundai,Sonata Limited 2.0T,2015,86898,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,21,25,,,,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,Graphite,Phantom Black,18998
Volvo,XC90 3.2,2009,113157,3.2L I6 24V MPFI DOHC,3.2,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,Black,7495
Audi,A6 45 Premium,2022,6302,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,23,32,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,Okapi Brown,Manhattan Gray Metallic,46995
Alfa,Romeo Spider,1991,57347,2.0L DOHC,2,,0,Gasoline,Unknown,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,17990
Jeep,Wrangler Unlimited 4xe Sahara,2021,3449,2.0L I4 16V GDI DOHC Turbo Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,22,31,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,Black,Sarge Green Clearcoat,45480
Lexus,IS 500 F SPORT Performance Premium,2023,2981,5.0L V8 32V PDI DOHC,5,Automatic,1,Gasoline,Rear-wheel Drive,16,24,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,White,Iridium,63289
Alfa,Romeo Giulia Ti,2019,22225,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,Black,Alfa White,32499
FIAT,124 Spider Lusso,2017,9987,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Nero,Bronzo Magnetico Titanium,24831
Volkswagen,Golf R 4-Door,2015,103711,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,,,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,,Red,21991
Audi,A3 2.0T Premium Plus,2017,67523,2.0L I4 16V GDI DOHC Turbo,2,7-Speed Automatic with Auto-Shift,1,Gasoline,Front-wheel Drive,26,35,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,Rock Gray,Monsoon Gray Metallic,21981
Nissan,Sentra SV,2017,65217,1.8L I4 16V MPFI DOHC,1.8,Automatic CVT,1,Gasoline,Front-wheel Drive,13,18,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,Charcoal,Gray,14000
Porsche,718 Cayman GT4,2020,6675,4.0L H6 24V GDI DOHC,4,6-Speed Manual,0,Gasoline,Rear-wheel Drive,18,26,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,Black,Racing Yellow,135995
Jeep,Grand Cherokee Limited,2020,29105,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,16,23,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Black,Bright White Clearcoat,32921
Jeep,Wrangler Unlimited Sport,2021,44613,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,18,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,Black,Black,37998
Audi,Q8 55 Prestige,2020,70155,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,21,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,Black,Daytona Gray Pearl Effect,49995
Jeep,Cherokee Limited,2020,41459,3.2L V6 24V MPFI DOHC,3.2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,Black,Diamond Black,28900
Mercedes-Benz,GLE 350 Base 4MATIC,2022,9334,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,Macchiato Beige,Black,66999
Jeep,Wrangler Sport,2017,39779,3.6L V6 24V MPFI DOHC,3.6,5-Speed Automatic,1,Gasoline,Four-wheel Drive,17,24,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,Granite Crystal Clearcoat Metallic,25895
Ford,Expedition Limited,2022,29825,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Mahogany,Oxford White,66000
Jaguar,XJS Cabriolet,1996,61193,4.0L I6 24V SPFI DOHC,4,4-Speed Automatic,1,Gasoline,Unknown,20,28,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Brown,,13999
Land,Rover Range Rover P400 SE,2022,105,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,Ebony,Fuji White,159900
Mitsubishi,Lancer ES,2017,63346,2.0L I4 16V MPFI DOHC,2,Manual,0,Gasoline,Front-wheel Drive,23,29,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,Black,Gray,11400
Mercedes-Benz,AMG GT 63 4-Door,2019,37927,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,22,30,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Black,Designo,99857
